store_name,store_id,date,total_signals,unique_visits,student,honda,addidas,retired,bmw,employed,h_&_m,mercedes-benz,job_seeking,tommy_helfinger,apple,male,female,low_income,middle_income,high_income
McDonald's,place_15,2021-01-08,3,1,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0
Rewe,place_153,2021-01-11,3,1,0,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0
Rewe,place_153,2021-01-14,3,1,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0
Rewe,place_191,2021-01-21,3,2,0,1,0,1,0,0,0,0,0,0,0,3,0,1,2,0
Rewe,place_154,2021-01-12,3,2,0,0,0,0,0,0,0,2,1,0,0,3,0,0,3,0
McDonald's,place_15,2021-01-15,3,1,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0
McDonald's,place_15,2021-01-18,3,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,2
Rewe,place_154,2021-01-08,3,3,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0
Rewe,place_192,2021-01-02,3,2,0,0,0,0,2,0,0,0,0,0,0,3,0,0,3,0
Kaufland,place_216,2021-01-06,3,3,0,0,0,0,0,0,1,1,0,0,1,2,1,0,1,2
Rewe,place_157,2021-01-16,3,3,0,0,0,0,1,0,0,0,0,1,0,3,0,2,1,0
Rewe,place_158,2021-01-09,3,3,0,0,1,0,0,0,0,0,0,1,0,3,0,2,0,1
Rewe,place_159,2021-01-12,3,2,2,1,0,0,0,0,0,0,0,0,0,1,2,2,1,0
Rewe,place_151,2021-01-15,3,2,0,0,1,0,0,0,0,0,0,1,0,3,0,0,1,2
Rewe,place_146,2021-01-15,3,2,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,0
Kaufland,place_227,2021-01-18,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1
Aldi,place_111,2021-01-09,3,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0
Rewe,place_159,2021-01-15,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
Aldi,place_119,2021-01-14,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
Rewe,place_191,2021-01-08,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
McDonald's,place_29,2021-01-13,3,2,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,2
Aldi,place_119,2021-01-09,3,2,0,0,0,1,0,0,1,0,0,0,0,3,0,2,1,0
Lexus,place_245,2021-01-04,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0
Lexus,place_245,2021-01-07,3,3,0,0,1,0,0,0,0,0,0,0,0,3,0,2,1,0
Rewe,place_159,2021-01-06,3,3,1,1,0,0,0,0,0,0,1,0,0,2,1,2,1,0
Rewe,place_159,2021-01-05,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0
Rewe,place_159,2021-01-04,3,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0
Lexus,place_245,2021-01-13,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
Rewe,place_191,2021-01-16,3,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,0
Aldi,place_81,2021-01-21,3,2,0,0,0,0,0,0,0,2,0,1,0,3,0,0,2,1
Rewe,place_204,2021-01-14,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
Kaufland,place_223,2021-01-16,3,3,1,1,0,0,0,0,0,0,1,0,1,3,0,0,2,1
Kaufland,place_220,2021-01-07,3,3,0,0,0,0,0,0,0,0,1,0,0,3,0,2,1,0
Aldi,place_123,2021-01-12,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
Mercedes,place_232,2021-01-13,3,2,0,0,2,0,0,0,0,0,0,0,0,3,0,1,2,0
Rewe,place_144,2021-01-14,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
Kaufland,place_217,2021-01-15,3,3,0,1,0,1,0,0,0,0,0,0,1,2,1,1,2,0
Rewe,place_138,2021-01-04,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0
Kaufland,place_218,2021-01-21,3,3,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1
Rewe,place_144,2021-01-09,3,2,0,0,0,0,1,0,0,2,0,0,0,3,0,0,3,0
Rewe,place_210,2021-01-06,3,1,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0
Renault,place_241,2021-01-14,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0
Rewe,place_209,2021-01-08,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0
Kaufland,place_219,2021-01-04,3,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,1
Rewe,place_209,2021-01-21,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0
Kaufland,place_220,2021-01-05,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0
Rewe,place_209,2021-01-19,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1
Aldi,place_132,2021-01-14,3,2,0,1,0,0,0,0,0,0,0,0,0,3,0,1,2,0
Aldi,place_132,2021-01-12,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0
Aldi,place_85,2021-01-20,3,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,2
Kaufland,place_219,2021-01-08,3,3,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,0
Rewe,place_177,2021-01-13,3,1,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,0
Aldi,place_106,2021-01-15,3,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0
Aldi,place_97,2021-01-21,3,1,0,0,0,3,0,3,0,0,0,0,0,3,0,0,3,0
Rewe,place_210,2021-01-18,3,1,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0
Kaufland,place_219,2021-01-19,3,2,0,0,0,0,2,1,0,0,2,0,0,1,2,0,2,1
Kaufland,place_219,2021-01-18,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0
Rewe,place_209,2021-01-16,3,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,1
Rewe,place_178,2021-01-11,3,2,0,0,0,0,0,1,0,0,0,0,0,3,0,2,1,0
Aldi,place_89,2021-01-16,3,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0
Kaufland,place_221,2021-01-04,3,2,0,0,0,0,0,0,0,2,0,1,0,3,0,1,2,0
Aldi,place_125,2021-01-09,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
Aldi,place_135,2021-01-08,3,2,0,0,0,2,0,0,0,0,0,0,0,3,0,2,0,1
Kaufland,place_223,2021-01-14,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1
Aldi,place_102,2021-01-02,3,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3
Kaufland,place_223,2021-01-09,3,3,1,1,0,0,0,0,0,1,0,0,0,3,0,0,2,1
Rewe,place_205,2021-01-15,3,3,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1
McDonald's,place_4,2021-01-14,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
Kaufland,place_215,2021-01-13,3,3,0,0,1,0,0,0,0,0,0,0,0,3,0,2,1,0
Rewe,place_145,2021-01-21,3,1,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0
Kaufland,place_216,2021-01-13,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2
Rewe,place_193,2021-01-19,3,2,0,2,0,0,0,0,1,0,0,0,0,3,0,2,1,0
Rewe,place_171,2021-01-16,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
Aldi,place_121,2021-01-11,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
Rewe,place_193,2021-01-11,3,2,0,2,0,0,0,0,0,0,0,0,0,3,0,3,0,0
Rewe,place_183,2021-01-08,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
Rewe,place_172,2021-01-04,3,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0
Rewe,place_211,2021-01-18,3,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2
Kaufland,place_218,2021-01-18,3,2,1,0,0,1,0,0,0,0,0,0,2,1,2,2,1,0
Kaufland,place_215,2021-01-14,3,3,0,1,0,0,2,0,0,0,0,0,0,2,1,0,3,0
Kaufland,place_217,2021-01-02,3,3,1,1,0,0,0,0,0,0,0,0,0,3,0,1,2,0
McDonald's,place_8,2021-01-17,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
Rewe,place_138,2021-01-13,3,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3
Renault,place_238,2021-01-18,3,3,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,2
Kaufland,place_221,2021-01-09,3,3,1,0,0,0,0,0,0,1,0,0,0,3,0,1,1,1
Kaufland,place_221,2021-01-08,3,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,3,0
Kaufland,place_215,2021-01-19,3,3,0,0,0,0,0,0,0,1,0,1,0,3,0,1,2,0
Kaufland,place_221,2021-01-06,3,3,0,1,0,0,0,0,0,0,0,0,0,3,0,1,2,0
Kaufland,place_219,2021-01-15,3,3,0,0,0,0,0,0,0,0,1,0,1,3,0,0,2,1
Burger King,place_40,2021-01-08,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
Rewe,place_195,2021-01-06,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
McDonald's,place_26,2021-01-05,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
McDonald's,place_25,2021-01-14,2,2,0,1,0,0,0,0,0,0,1,0,0,2,0,0,2,0
McDonald's,place_25,2021-01-01,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0
McDonald's,place_23,2021-01-15,2,1,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,2
McDonald's,place_22,2021-01-19,2,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0
McDonald's,place_20,2021-01-17,2,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
McDonald's,place_28,2021-01-05,2,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1
Aldi,place_116,2021-01-19,2,2,0,1,0,0,1,0,1,0,0,0,0,2,0,0,2,0
Rewe,place_138,2021-01-08,2,2,0,0,1,0,0,0,0,0,1,0,0,2,0,0,2,0
Rewe,place_194,2021-01-05,2,2,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1
McDonald's,place_2,2021-01-20,2,2,0,1,0,0,0,0,0,1,0,0,0,2,0,1,1,0
McDonald's,place_2,2021-01-05,2,2,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0
Aldi,place_89,2021-01-07,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Aldi,place_91,2021-01-15,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0
Renault,place_238,2021-01-19,2,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Mercedes,place_232,2021-01-06,2,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0
McDonald's,place_4,2021-01-05,2,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0
McDonald's,place_4,2021-01-18,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
McDonald's,place_4,2021-01-04,2,2,1,0,0,0,0,0,0,0,1,0,2,2,0,0,2,0
Aldi,place_98,2021-01-04,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Aldi,place_97,2021-01-07,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
McDonald's,place_5,2021-01-07,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Aldi,place_96,2021-01-15,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
McDonald's,place_32,2021-01-09,2,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0
McDonald's,place_8,2021-01-09,2,1,0,0,2,0,2,0,0,0,0,0,0,2,0,0,2,0
McDonald's,place_8,2021-01-18,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Aldi,place_99,2021-01-18,2,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0
McDonald's,place_8,2021-01-19,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
McDonald's,place_8,2021-01-20,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_195,2021-01-08,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
Burger King,place_38,2021-01-15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
Mercedes,place_233,2021-01-05,2,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0
Aldi,place_93,2021-01-14,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0
Mercedes,place_234,2021-01-05,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0
Rewe,place_196,2021-01-01,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Aldi,place_92,2021-01-08,2,2,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1
McDonald's,place_3,2021-01-17,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0
Mercedes,place_234,2021-01-19,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0
McDonald's,place_3,2021-01-02,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0
McDonald's,place_3,2021-01-01,2,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Rewe,place_183,2021-01-16,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
Renault,place_237,2021-01-21,2,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0
Aldi,place_90,2021-01-21,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
Burger King,place_38,2021-01-13,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0
McDonald's,place_18,2021-01-15,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Aldi,place_124,2021-01-09,2,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0
McDonald's,place_17,2021-01-16,2,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0
Kaufland,place_221,2021-01-07,2,2,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,1
Rewe,place_209,2021-01-07,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1
Rewe,place_209,2021-01-06,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0
Kaufland,place_220,2021-01-14,2,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1
Kaufland,place_220,2021-01-15,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0
Kaufland,place_220,2021-01-18,2,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0
Rewe,place_209,2021-01-02,2,2,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0
Kaufland,place_220,2021-01-21,2,2,0,0,1,0,0,0,1,0,0,0,0,2,0,1,1,0
Kaufland,place_221,2021-01-05,2,2,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,1
Aldi,place_106,2021-01-20,2,2,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0
Kaufland,place_223,2021-01-15,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Kaufland,place_221,2021-01-12,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0
Kaufland,place_221,2021-01-13,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Kaufland,place_221,2021-01-15,2,2,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,1
Kaufland,place_221,2021-01-19,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0
Rewe,place_207,2021-01-09,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0
Aldi,place_107,2021-01-12,2,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2
Aldi,place_107,2021-01-13,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1
Kaufland,place_223,2021-01-06,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Kaufland,place_220,2021-01-11,2,2,1,0,1,0,0,0,1,0,0,0,0,2,0,0,1,1
Kaufland,place_220,2021-01-08,2,2,0,0,0,0,1,0,0,0,1,0,0,2,0,1,1,0
Rewe,place_209,2021-01-09,2,2,0,1,0,0,0,0,1,1,0,0,0,2,0,0,1,1
Aldi,place_106,2021-01-14,2,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2
Kaufland,place_216,2021-01-14,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Aldi,place_102,2021-01-06,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Aldi,place_103,2021-01-16,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
Kaufland,place_217,2021-01-06,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1
Kaufland,place_217,2021-01-12,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0
Kaufland,place_215,2021-01-17,2,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Kaufland,place_217,2021-01-18,2,2,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0
Rewe,place_211,2021-01-04,2,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1
Rewe,place_210,2021-01-20,2,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0
Kaufland,place_218,2021-01-08,2,2,1,2,0,1,0,0,0,1,1,0,0,1,1,0,1,0
Kaufland,place_218,2021-01-12,2,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1
Kaufland,place_218,2021-01-14,2,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0
Kaufland,place_215,2021-01-11,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1
Rewe,place_210,2021-01-09,2,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_209,2021-01-20,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0
Kaufland,place_219,2021-01-09,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_209,2021-01-14,2,2,0,0,0,0,1,0,0,1,0,0,0,2,0,1,1,0
Rewe,place_205,2021-01-18,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_205,2021-01-14,2,2,0,1,0,0,0,0,0,0,0,0,1,2,0,1,1,0
Rewe,place_196,2021-01-17,2,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_198,2021-01-13,2,1,2,2,0,0,0,0,2,0,0,0,0,2,0,0,2,0
Aldi,place_109,2021-01-21,2,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_200,2021-01-02,2,2,0,1,0,0,1,0,0,0,0,0,1,2,0,2,0,0
Lexus,place_245,2021-01-14,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
Lexus,place_245,2021-01-15,2,2,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,1
Rewe,place_199,2021-01-12,2,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1
Aldi,place_113,2021-01-16,2,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0
McDonald's,place_1,2021-01-12,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Kaufland,place_213,2021-01-19,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
McDonald's,place_13,2021-01-02,2,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2
Rewe,place_205,2021-01-13,2,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2
Aldi,place_114,2021-01-02,2,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0
McDonald's,place_13,2021-01-12,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
McDonald's,place_13,2021-01-18,2,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2
Kaufland,place_213,2021-01-14,2,2,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0
McDonald's,place_14,2021-01-11,2,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0
McDonald's,place_15,2021-01-11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
Rewe,place_198,2021-01-05,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_196,2021-01-20,2,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
Kaufland,place_227,2021-01-14,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Kaufland,place_227,2021-01-12,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Kaufland,place_227,2021-01-11,2,2,0,0,0,0,0,1,0,0,0,1,1,2,0,1,0,1
Kaufland,place_227,2021-01-09,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1
Rewe,place_205,2021-01-09,2,2,0,0,1,0,1,0,0,0,0,0,0,2,0,0,2,0
Aldi,place_107,2021-01-14,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Aldi,place_107,2021-01-16,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
Rewe,place_204,2021-01-05,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Rewe,place_204,2021-01-04,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_203,2021-01-21,2,2,0,0,1,0,0,0,1,0,0,0,0,2,0,1,1,0
Rewe,place_203,2021-01-20,2,1,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0
Aldi,place_108,2021-01-14,2,1,0,2,2,0,0,0,0,0,0,0,0,2,0,0,2,0
Aldi,place_108,2021-01-18,2,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_203,2021-01-09,2,2,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1
Kaufland,place_225,2021-01-16,2,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1
Rewe,place_203,2021-01-06,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Kaufland,place_226,2021-01-16,2,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0
Kaufland,place_226,2021-01-20,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Kaufland,place_227,2021-01-02,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0
Rewe,place_200,2021-01-13,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Rewe,place_200,2021-01-12,2,2,0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0
Rewe,place_200,2021-01-08,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_151,2021-01-21,2,2,0,0,0,0,1,1,0,0,0,0,0,2,0,1,1,0
Aldi,place_79,2021-01-14,2,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0
Aldi,place_72,2021-01-15,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Aldi,place_135,2021-01-09,2,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0
Aldi,place_79,2021-01-17,2,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0
Rewe,place_173,2021-01-09,2,2,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,1
Aldi,place_135,2021-01-05,2,2,0,0,1,0,0,0,0,1,0,0,0,2,0,0,2,0
Rewe,place_175,2021-01-08,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Aldi,place_123,2021-01-14,2,1,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0
Rewe,place_157,2021-01-13,2,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2
Rewe,place_157,2021-01-15,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_189,2021-01-04,2,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2
Aldi,place_132,2021-01-18,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_151,2021-01-09,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0
Rewe,place_151,2021-01-08,2,1,0,0,2,0,0,0,0,0,0,2,0,2,0,0,2,0
Aldi,place_62,2021-01-09,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_187,2021-01-16,2,2,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,1
Rewe,place_176,2021-01-18,2,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0
Rewe,place_176,2021-01-19,2,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0
Aldi,place_132,2021-01-09,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_187,2021-01-15,2,2,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1
Aldi,place_132,2021-01-06,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_148,2021-01-18,2,1,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2,0
Aldi,place_132,2021-01-05,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_178,2021-01-02,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0
Rewe,place_158,2021-01-11,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0
Aldi,place_131,2021-01-16,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_156,2021-01-02,2,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_158,2021-01-18,2,2,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1
Aldi,place_131,2021-01-06,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_178,2021-01-19,2,1,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0
Rewe,place_178,2021-01-20,2,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_190,2021-01-06,2,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1
Aldi,place_135,2021-01-12,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1
Aldi,place_135,2021-01-18,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Rewe,place_171,2021-01-12,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Rewe,place_154,2021-01-18,2,2,0,0,1,0,0,0,0,0,1,0,0,2,0,0,2,0
Rewe,place_154,2021-01-16,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0
Aldi,place_77,2021-01-21,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Aldi,place_77,2021-01-16,2,1,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0
Aldi,place_79,2021-01-02,2,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0
Aldi,place_60,2021-01-11,2,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,0
Aldi,place_60,2021-01-06,2,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0
